"DSC_LIN0"|"DSC_CTY"|"COD_DAY"|"SHT_COD_MNT"|"DSC_ENG_GRP"|"DSC_OPR_REG0"|"DSC_SLS_TYP_LV1"|"QTY_REGISTRATION"
"S-10 crew cab"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"3"
"Tracker"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"9"
"Montana 1.2"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"7"
"Montana 1.2"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Dealer"|"3"
"Tracker"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Espirito santo"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Fortaleza"|"Dealer"|"7"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"3"
"Equinox"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"3"
"Onix"|"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Santa catarina"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|"Fleet/Government"|"1"
"Equinox"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"37"
"S-10 crew cab"|"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Brasilia"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"2"
"Equinox"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Parana"|"Dealer"|"4"
"Equinox"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"Equinox"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"5"
"Trailblazer"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"6"
"Cruze"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"2"
"Onix"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Parana"|"Dealer"|"4"
"Cruze"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Brasilia"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Santa catarina"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Dealer"|"6"
"Montana 1.2"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"5"
"Onix"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"28"
"Montana 1.2"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"5"
"Spin"|"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"1"
"Cruze"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"2"
"Trailblazer"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"1"
"Trailblazer"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"Trailblazer"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Parana"|"Fleet/Government"|"1"
"Trailblazer"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"1"
"Trailblazer"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"Trailblazer"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
"Trailblazer"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"2"
"Cruze"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"1"
"Trailblazer"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Belem"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Use Company"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Parana"|"Dealer"|"2"
"S-10 single cab"|"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"2"
"Equinox"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Belem"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"4"
"Equinox"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"3"
"Equinox"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Parana"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"2"
"Equinox"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"Cruze"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Belem"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Parana"|"Dealer"|"2"
"Cruze"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Parana"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"2"
"Cruze"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"2"
"Equinox"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-11-15"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"1"
"Cruze"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"1"
"S-10 reg cab"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"1"
"S-10 single cab"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"1"
"S-10 single cab"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"1"
"Equinox"|"BRAZIL"|"2023-11-15"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"1"
"Equinox"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Parana"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Fortaleza"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"3"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Belem"|"Dealer"|"23"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"52"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"7"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Santa catarina"|"Fleet/Government"|"3"
"Onix"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Parana"|"Dealer"|"23"
"Onix"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"10"
"Onix"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"20"
"Onix"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"17"
"Montana 1.2"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Recife"|"Fleet/Government"|"5"
"Montana 1.2"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Dealer"|"1"
"Tracker"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Recife"|"Dealer"|"36"
"Tracker"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"15"
"Tracker"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Belem"|"Dealer"|"16"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"24"
"Onix"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"22"
"Tracker"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"20"
"Montana 1.2"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"5"
"Montana 1.2"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"3"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"6"
"Onix"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"24"
"Spin"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"61"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Espirito santo"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"3"
"Equinox"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"4"
"Equinox"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Parana"|"Dealer"|"2"
"Equinox"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"5"
"Spin"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Recife"|"Dealer"|"3"
"S-10 single cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"1"
"Equinox"|"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"9"
"Montana 1.2"|"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Dealer"|"1"
"Tracker"|"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Centro oeste"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"Cruze"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Interior paulista a"|"Dealer"|"2"
"Equinox"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Centro oeste"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"2"
"Equinox"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Belem"|"Fleet/Government"|"1"
"Trailblazer"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Parana"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"10"
"S-10 crew cab"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"6"
"S-10 single cab"|"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"5"
"Tracker"|"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"6"
"Onix"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Belem"|"Dealer"|"34"
"Onix"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Fortaleza"|"Dealer"|"21"
"Onix"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Brasilia"|"Dealer"|"9"
"Onix"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Fortaleza"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Espirito santo"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Parana"|"Dealer"|"2"
"Equinox"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"2"
"Cruze"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Centro oeste"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"2"
"Equinox"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Parana"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Belem"|"Dealer"|"49"
"Onix"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Interior mg"|"Dealer"|"10"
"Spin"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Interior paulista b"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"15"
"S-10 crew cab"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"11"
"S-10 crew cab"|"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Recife"|"Fleet/Government"|"7"
"Equinox"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Parana"|"Dealer"|"6"
"Montana 1.2"|"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Belo horizonte"|"Dealer"|"13"
"Tracker"|"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Espirito santo"|"Dealer"|"6"
